Firm Initiated,Iterations Until Recovery,Starting Price,Price Drop,Restoration Iteration,Simulation
1,1,27,1,52841,38
1,1,27,1,52843,38
1,1,27,1,52846,38
0,1092,30,15,53940,38
0,13912,33,18,67854,38
0,9143,35,20,76998,38
0,2,34,1,77002,38
1,483,32,13,77488,38
0,1,31,1,77491,38
0,1,32,1,77494,38
1,36,29,7,77537,38
0,43,29,4,77581,38
1,72,29,6,77654,38
1,236,32,9,77892,38
0,11865,36,19,89759,38
1,4652,36,18,94412,38
0,2,36,1,94416,38
1,969,36,13,95386,38
0,31990,40,23,127377,38
1,109927,44,28,237305,38
0,1,44,1,237307,38
0,1,44,1,237309,38
0,1,44,1,237311,38
0,1752,44,25,239066,38
0,7907,44,27,246975,38
0,2200,44,27,249176,38
0,24493,44,27,273671,38
0,652,45,16,274324,38
1,205295,48,33,479621,38
0,1,47,1,479624,38
1,20220,49,29,499845,38
1,15,11,1,19,39
0,3,11,1,23,39
1,7,11,1,32,39
1,4,11,1,37,39
0,2,11,1,42,39
1,106,12,2,149,39
1,1,12,1,151,39
0,54,13,3,206,39
1,1,11,1,212,39
1,1,13,1,223,39
1,1,11,1,228,39
0,31,13,3,260,39
0,2,12,1,265,39
0,88,14,4,358,39
0,67,14,4,426,39
0,9,14,2,443,39
0,9,14,3,453,39
1,1816,16,6,2270,39
1,13,16,3,2284,39
1,1,15,1,2287,39
1,1,14,1,2290,39
1,60,14,4,2351,39
0,1,14,1,2353,39
1,127,16,6,2481,39
0,2345,18,8,4828,39
1,5967,21,11,10797,39
1,3916,23,13,14717,39
1,4,24,2,14722,39
0,28,23,4,14754,39
1,7660,27,16,22416,39
1,472,26,9,22890,39
1,2,26,1,22893,39
1,2,26,1,22896,39
0,9,25,3,22912,39
0,2,24,1,22917,39
1,26,26,5,22944,39
0,1,25,1,22947,39
0,4,23,1,22954,39
1,1868,28,13,24827,39
0,135,28,8,24963,39
1,99,28,5,25063,39
1,710,30,13,25774,39
1,283,29,8,26059,39
1,2,29,1,26062,39
0,22329,33,19,48393,39
0,2508,33,15,50903,39
0,305,31,11,51214,39
1,73,31,6,51288,39
0,27,31,3,51319,39
0,1,30,1,51324,39
1,3,31,1,51331,39
0,3248,33,16,54580,39
1,1243,33,14,55824,39
0,99,33,8,55924,39
1,7765,35,16,63690,39
1,3,34,1,63696,39
1,29,33,6,63727,39
1,58,34,8,63786,39
0,2,32,1,63791,39
1,4034,36,16,67829,39
0,22778,39,19,90608,39
0,344,41,12,90953,39
0,7,39,3,90965,39
1,2,39,1,90968,39
0,24,38,4,90996,39
0,17309,41,22,108307,39
0,1,37,1,108313,39
1,52,37,5,108366,39
1,91,37,6,108458,39
1,1,36,1,108464,39
1,6,35,2,108472,39
1,1139,39,14,109613,39
0,4,38,2,109619,39
1,2,37,1,109623,39
1,5,37,1,109630,39
1,44,39,5,109675,39
1,40,39,7,109717,39
1,1,38,1,109720,39
0,1,38,1,109722,39
0,3,38,1,109726,39
0,46,39,4,109774,39
0,1,39,1,109776,39
1,1,38,1,109779,39
0,574,39,11,110354,39
1,1,41,1,110357,39
1,1207,40,16,111566,39
0,10,41,2,111577,39
0,1214,41,17,112797,39
1,574,41,16,113373,39
0,26,41,4,113400,39
0,1,41,1,113402,39
1,2,39,1,113408,39
0,987,42,19,114396,39
1,5,42,1,114402,39
0,40605,45,24,155008,39
1,30605,47,27,185614,39
0,142958,52,32,328573,39
1,3,11,1,7,40
0,1,12,1,10,40
0,33,12,2,44,40
0,2,12,1,47,40
1,153,13,3,201,40
0,61,13,3,266,40
0,100,13,3,369,40
0,1,11,1,373,40
1,43,13,3,417,40
0,47,14,4,466,40
0,113,13,3,581,40
0,98,14,4,681,40
0,12,14,2,694,40
0,1,14,1,696,40
1,2013,16,6,2711,40
0,1991,18,8,4704,40
0,2,17,1,4708,40
0,2,16,1,4712,40
1,140,17,6,4856,40
0,78,17,6,4935,40
0,1,18,1,4937,40
0,73,17,5,5012,40
0,2,17,1,5015,40
0,11,17,3,5027,40
0,62,17,4,5090,40
0,68,17,5,5161,40
1,1,15,1,5165,40
1,1,15,1,5167,40
0,16,14,3,5185,40
1,1,14,1,5187,40
1,4,14,2,5192,40
0,28,15,3,5223,40
0,1,14,1,5226,40
1,112,16,4,5340,40
0,70,16,4,5412,40
0,8227,21,11,13642,40
0,3194,23,13,16838,40
0,330,21,9,17171,40
1,745,21,9,17917,40
1,858,22,9,18777,40
1,26,22,4,18804,40
0,405,22,9,19210,40
1,2816,23,12,22029,40
1,1,21,1,22035,40
1,3,21,1,22039,40
1,2,20,1,22043,40
1,14,20,4,22058,40
0,6,26,3,22074,40
0,2799,26,14,24875,40
1,1691,26,13,26567,40
0,2369,27,14,28938,40
1,239,26,7,29179,40
1,5466,27,13,34646,40
1,3,26,1,34651,40
0,11469,30,16,46123,40
0,3163,29,16,49289,40
1,1,29,1,49293,40
0,5934,31,16,55237,40
0,1,31,1,55239,40
0,1335,31,11,56576,40
0,17,31,3,56594,40
0,1,30,1,56597,40
0,2,30,1,56601,40
1,1962,30,12,58564,40
1,1,31,1,58573,40
0,812,31,11,59386,40
1,1,30,1,59389,40
1,494,30,11,59884,40
0,585,30,11,60470,40
1,4027,32,14,64499,40
1,455,32,12,64955,40
0,1,32,1,64958,40
0,25,32,4,64984,40
1,42,32,6,65027,40
1,5,32,2,65033,40
1,4622,34,18,69656,40
0,10,34,3,69667,40
1,4384,35,18,74052,40
0,3,34,1,74057,40
1,4345,35,16,78403,40
0,13796,36,20,92200,40
0,1,32,1,92206,40
1,5,34,2,92213,40
0,109,34,7,92323,40
0,3672,36,19,96001,40
0,11,35,2,96014,40
1,2,34,1,96018,40
0,50,35,8,96069,40
1,34,34,4,96105,40
1,588,35,17,96694,40
1,10,35,3,96705,40
0,3,32,1,96714,40
1,1,32,1,96716,40
1,1,31,1,96719,40
0,730,35,16,97452,40
1,411,35,14,97866,40
1,687,38,15,98557,40
1,117592,41,28,216150,40
1,2561,40,21,218713,40
1,20,41,4,218734,40
0,10134,41,24,228870,40
1,14720,41,24,243591,40
1,1,41,1,243593,40
0,6527,40,22,250124,40
0,96,40,7,250221,40
0,2845,42,18,253067,40
0,1587,42,24,254655,40
0,7067,42,23,261727,40
0,10649,42,24,272377,40
0,8833,42,23,281211,40
0,703,42,16,281915,40
1,7373,43,22,289289,40
1,76023,46,29,365314,40
0,26,11,1,30,41
1,1,11,1,32,41
0,277,14,4,310,41
0,1574,15,5,1885,41
0,1,14,1,1888,41
0,1,14,1,1890,41
0,1,13,1,1894,41
1,24,14,4,1920,41
0,2,14,1,1923,41
1,1002,16,6,2927,41
1,33,16,4,2963,41
0,991,18,8,3955,41
1,1429,18,8,5385,41
0,2,18,1,5389,41
0,4,16,1,5396,41
0,56,16,4,5453,41
1,6,16,2,5460,41
1,25,16,5,5486,41
0,10,16,3,5497,41
0,17,16,3,5515,41
1,6,17,2,5523,41
0,5,15,2,5531,41
0,2,15,1,5534,41
1,1,14,1,5539,41
0,1,15,1,5542,41
0,1,14,1,5545,41
0,56,16,4,5606,41
0,5,16,1,5612,41
1,159,18,5,5772,41
0,4171,19,9,9944,41
0,1,19,1,9946,41
1,230,19,9,10177,41
0,2176,21,11,12355,41
1,679,21,10,13035,41
0,11141,24,14,24177,41
1,56,23,5,24235,41
0,60,23,5,24298,41
1,2,23,1,24301,41
1,7,22,2,24310,41
0,212,22,7,24528,41
0,5,20,1,24536,41
0,2,19,1,24540,41
1,26,22,3,24568,41
1,104,24,5,24673,41
0,1,24,1,24678,41
0,277,24,9,24956,41
1,12732,28,15,37691,41
1,2687,28,14,40379,41
1,4,25,2,40387,41
0,5,25,2,40393,41
0,201,25,6,40595,41
1,257,27,8,40856,41
0,107,26,6,40965,41
1,192,28,7,41160,41
1,22794,32,17,63957,41
0,1740,34,16,65698,41
0,4419,35,16,70120,41
1,5898,35,17,76019,41
0,754,35,16,76774,41
1,1041,35,13,77816,41
1,8380,38,17,86198,41
0,15857,38,18,102057,41
0,3,37,1,102062,41
0,433,37,9,102497,41
0,211,37,13,102709,41
0,107,37,7,102818,41
0,2,36,1,102822,41
1,18126,40,23,120949,41
0,64570,43,25,185521,41
0,26989,45,24,212512,41
1,1,45,1,212514,41
1,2068,44,16,214584,41
0,18343,45,23,232931,41
0,18935,47,24,251867,41
0,2,46,1,251871,41
0,31,45,3,251905,41
1,48922,48,26,300828,41
1,9505,48,21,310334,41
0,1,46,1,310339,41
1,1351,48,21,311691,41
1,13,47,3,311706,41
0,1028,49,18,312735,41
0,15999,49,26,328735,41
0,453,49,16,329189,41
0,91795,51,26,420985,41
1,32876,53,30,453863,41
1,12530,53,25,466394,41
0,1,53,1,466396,41
1,3,53,1,466401,41
0,15,11,1,17,42
0,1,11,1,19,42
0,3,11,1,23,42
0,1,11,1,26,42
1,771,14,4,798,42
1,1,14,1,800,42
1,1,14,1,802,42
1,589,14,4,1392,42
1,1,13,1,1399,42
0,36,15,4,1437,42
1,30,15,4,1468,42
1,1,15,1,1470,42
0,5866,18,8,7338,42
1,1,16,1,7342,42
1,41,16,4,7384,42
0,5,17,2,7393,42
0,65,16,5,7465,42
1,5,15,2,7472,42
1,1,15,1,7475,42
1,1,14,1,7478,42
0,25,16,4,7504,42
0,1,16,1,7506,42
1,9,16,3,7516,42
1,3784,20,10,11301,42
1,65,19,7,11371,42
1,2,19,1,11374,42
0,2,19,1,11377,42
1,223,19,7,11601,42
1,2,20,1,11604,42
1,944,21,9,12549,42
1,537,21,7,13087,42
0,7327,23,13,20415,42
0,5365,27,15,25788,42
1,1,26,1,25793,42
0,32592,31,19,58389,42
1,3184,31,13,61576,42
0,2,30,1,61583,42
1,22,29,5,61611,42
1,12,30,3,61626,42
1,1,28,1,61632,42
0,3,29,1,61637,42
0,3,29,1,61641,42
1,973,31,13,62615,42
1,1466,32,14,64083,42
1,523,32,10,64607,42
1,20084,34,17,84692,42
0,141,33,7,84835,42
0,2186,36,19,87022,42
1,1,34,1,87026,42
1,1,34,1,87028,42
0,233,34,13,87262,42
0,2,35,1,87265,42
0,1,35,1,87269,42
1,2747,36,16,90017,42
1,1,35,1,90020,42
0,24179,39,21,114201,42
0,1802,38,19,116005,42
0,8848,38,19,124854,42
1,22730,40,22,147586,42
0,1,39,1,147590,42
1,406,40,10,147997,42
1,3325,42,17,151323,42
1,34832,44,22,186156,42
0,4,44,1,186161,42
0,11435,44,25,197597,42
0,245,44,11,197843,42
1,22419,47,25,220264,42
0,16771,47,25,237036,42
1,173905,49,31,410943,42
1,24,12,2,40,43
1,1,12,1,42,43
1,1,12,1,44,43
0,133,13,3,180,43
1,6,12,2,188,43
1,1,12,1,190,43
1,20,12,2,211,43
0,32,12,2,246,43
1,1401,15,5,1648,43
1,810,16,6,2459,43
1,4227,18,8,6687,43
0,278,17,6,6967,43
1,1,17,1,6969,43
0,2929,19,9,9900,43
1,33,18,4,9935,43
1,380,20,10,10316,43
1,6518,22,10,16835,43
1,15920,25,14,32756,43
0,498,24,9,33256,43
0,203,24,8,33460,43
0,3,24,1,33464,43
0,671,24,11,34136,43
0,1,24,1,34138,43
1,4893,26,11,39033,43
1,14,23,3,39051,43
1,1,23,1,39053,43
0,4,25,2,39060,43
0,114,25,7,39182,43
0,15911,30,16,55096,43
1,514,29,7,55612,43
0,227,29,14,55840,43
1,2,28,1,55844,43
1,29,26,4,55880,43
1,7,28,3,55888,43
0,12,28,3,55901,43
0,5,26,2,55909,43
1,53,26,7,55964,43
1,22,28,5,55987,43
0,2,28,1,55990,43
0,1,26,1,55994,43
1,681,30,12,56679,43
0,20,29,4,56701,43
1,4115,32,15,60818,43
0,1,32,1,60820,43
1,2,32,1,60824,43
1,1,32,1,60826,43
0,4,32,1,60832,43
1,26424,34,21,87259,43
1,4,33,2,87265,43
1,1,33,1,87267,43
1,1,33,1,87269,43
1,471,35,13,87743,43
0,8049,35,18,95793,43
0,2931,35,17,98725,43
0,2922,35,19,101650,43
0,590,35,13,102241,43
0,43,34,5,102286,43
1,1,33,1,102289,43
0,4326,36,18,106618,43
0,1,36,1,106623,43
0,282,35,10,106907,43
0,22979,39,21,129890,43
1,39940,42,25,169832,43
1,1,42,1,169834,43
0,3,42,1,169839,43
1,26678,44,27,196518,43
0,7251,43,24,203771,43
0,1,43,1,203773,43
1,26026,45,27,229801,43
0,11,45,3,229813,43
0,7986,45,27,237800,43
0,1917,45,18,239718,43
1,30191,48,32,269911,43
0,1,48,1,269915,43
0,82,12,2,86,44
1,5,11,1,96,44
0,7,11,1,104,44
1,9,12,1,117,44
0,11,12,2,131,44
1,307,14,4,439,44
0,4,13,1,448,44
1,167,14,4,616,44
0,1,14,1,618,44
1,3,12,1,625,44
1,1,13,1,628,44
1,3,13,1,632,44
0,1,14,1,635,44
0,2,13,1,639,44
1,32,13,3,677,44
1,233,14,4,914,44
0,1,13,1,918,44
1,760,17,7,1681,44
1,2,17,1,1684,44
1,3098,17,7,4783,44
1,4847,19,9,9631,44
1,1,19,1,9633,44
1,1,19,1,9635,44
0,901,20,8,10538,44
1,442,19,8,10984,44
1,1,19,1,10986,44
0,57,21,6,11044,44
0,1,21,1,11047,44
0,4,21,1,11052,44
1,10,21,2,11063,44
0,2,21,1,11066,44
1,12805,26,16,23873,44
0,4954,26,14,28828,44
0,681,25,11,29511,44
1,3,27,2,29515,44
1,1,22,1,29523,44
0,878,25,9,30402,44
0,1,25,1,30404,44
1,1,25,1,30406,44
1,753,25,10,31160,44
1,267,23,9,31432,44
1,3,22,1,31437,44
0,1720,26,13,33159,44
1,227,26,11,33388,44
0,5851,28,14,39240,44
1,1,28,1,39242,44
1,1,27,1,39245,44
1,1,27,1,39247,44
1,1,27,1,39249,44
0,9,25,2,39263,44
1,183,28,9,39447,44
1,2,28,1,39450,44
0,1,27,1,39453,44
1,2766,29,13,42220,44
1,1,29,1,42222,44
0,3,29,1,42227,44
1,9264,32,17,51493,44
0,6,28,2,51504,44
1,2240,32,13,53747,44
0,1,31,1,53750,44
1,4169,33,16,57920,44
1,2170,34,16,60091,44
1,1,34,1,60095,44
0,4595,34,16,64692,44
0,502,34,10,65195,44
0,2703,34,13,67899,44
1,4,34,2,67904,44
0,3562,34,13,71467,44
1,1115,34,15,72583,44
0,118,34,7,72702,44
0,113,34,6,72817,44
0,94,34,9,72912,44
0,7,34,2,72920,44
0,1,34,1,72922,44
0,84,34,7,73007,44
0,14,34,2,73022,44
0,128,34,9,73151,44
0,1,34,1,73153,44
0,1,33,1,73156,44
1,71,33,6,73233,44
0,5,33,2,73239,44
0,1,33,1,73241,44
1,59,35,7,73301,44
0,6839,37,18,80141,44
0,2138,36,14,82281,44
0,939,36,14,83221,44
1,1,36,1,83223,44
0,141,36,12,83365,44
0,140,36,11,83506,44
1,1,38,1,83510,44
1,1,37,1,83513,44
0,8624,39,20,92138,44
1,42451,42,21,134590,44
1,2,41,1,134594,44
0,7596,43,20,142191,44
0,2,43,1,142194,44
1,26192,45,23,168388,44
0,284,45,9,168673,44
0,46,45,6,168720,44
1,2079,46,18,170800,44
1,2,46,1,170805,44
0,1,46,1,170807,44
0,1,45,1,170811,44
1,8,46,2,170821,44
0,23234,47,26,194059,44
0,9014,48,21,203075,44
0,2,48,1,203078,44
1,44105,50,23,247184,44
0,10295,50,25,257481,44
0,7170,50,22,264652,44
1,1,50,1,264655,44
0,6580,49,23,271237,44
0,1,50,1,271239,44
1,1,47,1,271246,44
0,7793,49,20,279040,44
1,486,49,23,279528,44
0,34333,50,25,313862,44
1,10349,50,25,324212,44
0,36,49,6,324250,44
0,1,47,1,324254,44
1,12,49,2,324268,44
0,4,49,1,324275,44
0,2,48,1,324279,44
1,15352,50,24,339634,44
1,6,49,2,339642,44
1,29461,51,29,369104,44
1,23978,54,32,393084,44
1,34875,52,29,427962,44
1,57987,54,32,485950,44
0,40,11,1,42,45
1,1,11,1,55,45
1,1,11,1,57,45
0,9,12,2,67,45
1,7,12,1,75,45
0,1,13,1,77,45
1,430,14,4,508,45
1,235,14,4,744,45
1,22,14,4,768,45
1,33,14,4,802,45
1,402,15,5,1205,45
0,4,15,2,1210,45
0,227,15,5,1438,45
1,2675,17,7,4115,45
1,724,17,7,4840,45
1,5,16,1,4847,45
1,1,15,1,4850,45
0,253,17,6,5104,45
0,114,17,6,5219,45
0,156,17,5,5376,45
0,626,17,7,6003,45
0,2,17,1,6006,45
1,4519,19,9,10526,45
0,558,19,9,11089,45
0,1,19,1,11091,45
0,1,20,1,11094,45
0,1,20,1,11096,45
0,1,20,1,11099,45
1,4,20,1,11105,45
1,8150,24,14,19257,45
1,99,23,6,19358,45
1,1478,23,11,20837,45
1,3895,25,12,24733,45
1,116,23,8,24852,45
1,3,23,1,24856,45
1,3,24,2,24860,45
1,9,23,3,24871,45
0,4,23,1,24876,45
1,3625,25,13,28503,45
0,3541,28,14,32046,45
0,18084,31,17,50132,45
1,1,29,1,50136,45
1,1,29,1,50138,45
1,101,29,8,50240,45
1,1,28,1,50243,45
0,20,26,3,50266,45
0,34,30,5,50302,45
0,1,31,1,50304,45
0,9,30,2,50315,45
0,1,30,1,50317,45
0,2,30,1,50320,45
1,1,29,1,50324,45
0,3376,32,15,53702,45
1,1,32,1,53704,45
1,2,30,1,53709,45
1,2,29,1,53713,45
0,899,31,14,54614,45
1,7448,34,19,62064,45
1,516,34,19,62581,45
0,27705,34,19,90287,45
1,1,33,1,90290,45
0,3541,35,19,93832,45
0,2631,36,19,96464,45
0,1250,35,13,97716,45
0,9,33,3,97728,45
1,367,35,16,98097,45
0,1,34,1,98100,45
1,2272,36,18,100374,45
1,268,35,12,100644,45
0,1,35,1,100646,45
0,5,35,1,100652,45
1,50,35,5,100704,45
0,1,36,1,100707,45
1,194,35,9,100904,45
0,10,34,2,100916,45
1,145,36,5,101062,45
1,169,36,9,101232,45
0,582,35,16,101816,45
0,353,32,15,102173,45
1,532,32,15,102706,45
1,3071,35,17,105778,45
1,3738,36,18,109520,45
1,35876,39,24,145398,45
0,1,37,1,145404,45
0,2,37,1,145407,45
1,1,37,1,145409,45
1,1,37,1,145412,45
1,95,38,7,145509,45
1,1,38,1,145511,45
1,1,38,1,145513,45
0,36,38,3,145551,45
0,510,38,14,146062,45
1,2,39,1,146066,45
0,1,40,1,146069,45
1,1,40,1,146071,45
0,37113,42,27,183185,45
1,8654,43,24,191840,45
0,49618,43,28,241459,45
0,1,43,1,241461,45
0,9,43,2,241471,45
0,4,43,2,241476,45
0,2,40,1,241486,45
0,2,41,1,241490,45
1,1805,42,21,243298,45
1,31595,44,24,274894,45
1,50490,46,27,325386,45
0,54668,49,30,380056,45
0,59207,50,31,439264,45
0,3,11,1,10,46
1,3,11,1,14,46
1,1,11,1,16,46
0,33,11,1,51,46
1,9,11,1,68,46
1,4,11,1,73,46
1,11,11,1,85,46
1,5,11,1,91,46
0,17,11,1,110,46
1,8,11,1,119,46
1,1,11,1,121,46
1,1,11,1,123,46
0,1,11,1,131,46
1,2,11,1,139,46
0,4,11,1,144,46
1,1,11,1,146,46
1,6,11,1,155,46
0,1,11,1,159,46
1,1,11,1,162,46
0,13,11,1,178,46
1,32,12,2,213,46
1,1,11,1,216,46
0,1,11,1,221,46
1,3,11,1,226,46
0,8,12,2,236,46
1,79,13,3,316,46
0,68,13,3,385,46
0,1,13,1,387,46
1,17,13,3,406,46
0,4,13,1,411,46
1,1217,15,5,1630,46
0,5,13,2,1638,46
1,23,14,3,1663,46
1,150,14,4,1814,46
1,118,14,4,1933,46
1,14,13,3,1950,46
1,50,13,3,2001,46
1,54,13,3,2058,46
0,31,13,3,2090,46
0,4,13,1,2095,46
1,8,13,2,2104,46
1,4,13,2,2110,46
1,3,13,2,2114,46
0,21,13,2,2140,46
1,1,13,1,2143,46
1,2,13,1,2146,46
1,8,12,2,2156,46
1,2,13,1,2161,46
1,6,13,2,2168,46
1,43,13,3,2212,46
1,1,13,1,2214,46
1,1,13,1,2216,46
0,19,13,3,2236,46
0,1593,16,6,3830,46
0,9,15,3,3842,46
1,715,16,6,4559,46
1,913,18,8,5473,46
0,1236,18,8,6710,46
0,18,16,2,6732,46
0,1,15,1,6738,46
1,60,17,3,6801,46
0,1,17,1,6803,46
0,3,17,1,6807,46
1,65,18,6,6873,46
0,1,18,1,6876,46
0,2,18,1,6879,46
1,994,19,9,7874,46
1,88,18,7,7964,46
1,27,18,5,7992,46
1,399,18,7,8392,46
0,4080,21,11,12473,46
1,383,21,9,12858,46
0,841,20,8,13701,46
0,1,21,1,13704,46
1,2895,23,11,16600,46
0,49,23,5,16650,46
0,32,24,6,16685,46
1,1,23,1,16688,46
0,6286,26,12,22976,46
0,33,26,4,23013,46
1,186,25,9,23202,46
1,3056,27,13,26259,46
0,609,26,11,26870,46
1,2075,28,14,28948,46
0,1,27,1,28951,46
1,15214,30,17,44167,46
1,2552,32,14,46721,46
1,1,32,1,46723,46
1,580,31,15,47306,46
1,57,31,4,47366,46
1,1,30,1,47371,46
1,2,30,1,47374,46
0,36,31,4,47411,46
1,5,31,1,47417,46
0,1121,33,13,48540,46
1,5,35,2,48546,46
0,2,34,1,48550,46
0,2598,34,20,51153,46
0,1611,34,14,52765,46
1,4,35,1,52771,46
0,1,34,1,52774,46
0,137,34,6,52912,46
0,495,34,11,53408,46
1,12,33,2,53422,46
0,2,33,1,53425,46
1,1472,35,14,54898,46
0,5,35,1,54904,46
0,5,35,1,54910,46
1,12330,36,18,67241,46
0,1,36,1,67243,46
0,1403,36,18,68647,46
0,2,38,2,68651,46
0,29260,38,22,97912,46
1,5791,38,19,103706,46
1,123,34,12,103835,46
0,4,35,1,103843,46
1,1411,36,14,105256,46
1,15625,38,18,120882,46
1,1,37,1,120885,46
0,193,38,9,121079,46
0,4057,40,21,125137,46
1,365,38,11,125507,46
1,130,39,15,125638,46
1,60590,42,23,186230,46
0,133,42,13,186364,46
0,16279,44,25,202645,46
1,1363,44,19,204009,46
1,76195,44,26,280206,46
1,2,45,1,280210,46
1,14871,44,24,295084,46
1,1,44,1,295086,46
0,20310,46,23,315397,46
1,3733,45,21,319133,46
0,1944,45,19,321078,46
1,1,44,1,321081,46
0,1,44,1,321085,46
1,1,44,1,321087,46
1,5,44,1,321095,46
0,1,44,1,321097,46
1,1,44,1,321099,46
0,4,44,1,321104,46
0,1,44,1,321108,46
0,1,44,1,321110,46
0,1,44,1,321112,46
1,795,47,21,321910,46
1,105737,48,30,427648,46
0,12,11,1,20,47
1,18,12,2,42,47
1,13,12,2,56,47
0,1,12,1,58,47
0,2,12,1,61,47
1,4,12,1,67,47
1,4,11,1,74,47
0,6,11,1,82,47
1,9,11,1,98,47
0,1,11,1,100,47
0,4,11,1,105,47
0,1,11,1,107,47
0,4,12,1,114,47
0,7,12,2,124,47
0,36,13,3,161,47
1,12,12,2,177,47
1,427,13,3,605,47
1,3,13,2,609,47
1,50,13,3,660,47
1,229,14,4,890,47
1,2,11,1,896,47
0,1,12,1,898,47
1,1,13,1,901,47
0,109,15,4,1011,47
1,60,15,4,1072,47
0,1,15,1,1074,47
1,4522,18,8,5598,47
1,1896,20,10,7495,47
1,464,20,8,7962,47
0,7720,22,11,15683,47
0,5084,24,14,20769,47
0,2121,25,13,22891,47
0,839,25,11,23731,47
0,1,24,1,23734,47
1,1236,24,12,24971,47
1,804,24,10,25776,47
1,8,26,2,25787,47
0,1421,25,12,27212,47
0,3,25,1,27217,47
1,5295,27,15,32513,47
0,2,27,1,32516,47
0,1,27,1,32518,47
0,358,27,12,32877,47
0,1721,27,11,34601,47
0,26,27,4,34628,47
0,259,27,10,34889,47
0,265,27,10,35155,47
0,304,27,10,35462,47
1,10506,30,15,45970,47
1,6978,31,17,52951,47
0,1,30,1,52954,47
0,1,30,1,52956,47
0,155,30,8,53112,47
1,9167,32,17,62280,47
0,4625,31,15,66907,47
0,1,31,1,66909,47
1,6935,33,18,73846,47
0,1384,32,15,75232,47
0,1134,32,18,76367,47
0,2,32,1,76370,47
0,1,32,1,76374,47
0,21,33,4,76397,47
1,38,33,5,76436,47
0,868,34,12,77306,47
1,20760,36,21,98067,47
1,16757,37,20,114826,47
0,4184,37,19,119011,47
0,1,34,1,119017,47
1,324,36,15,119342,47
0,1,36,1,119344,47
0,6,35,2,119352,47
0,2,35,1,119355,47
1,1362,37,18,120718,47
1,14131,39,21,134850,47
1,5,39,2,134856,47
0,43424,42,26,178282,47
0,2,42,1,178286,47
1,8,42,2,178296,47
1,1,42,1,178298,47
1,6951,42,24,185250,47
1,3875,42,23,189126,47
1,2386,42,23,191513,47
1,222,41,13,191738,47
1,159,41,13,191899,47
1,31550,44,26,223451,47
0,2,44,1,223454,47
0,3,44,1,223458,47
1,13362,44,25,236821,47
1,1,44,1,236823,47
1,1,44,1,236825,47
1,22173,44,26,258999,47
1,154,44,10,259154,47
1,98,44,5,259255,47
1,953,44,14,260210,47
1,6,44,3,260217,47
1,1,44,1,260219,47
0,39278,45,26,299499,47
1,4,44,2,299506,47
1,306,44,8,299813,47
1,1,44,1,299815,47
1,2,44,1,299818,47
1,5,44,2,299824,47
1,36214,46,31,336039,47
1,17795,46,27,353835,47
1,66289,47,32,420126,47
0,8,46,2,420136,47
1,2877,47,31,423015,47
0,9227,46,29,432244,47
0,10802,46,26,443047,47
0,62,46,5,443110,47
0,30,46,4,443141,47
1,4,47,1,443147,47
1,1853,46,25,445002,47
0,339,46,10,445342,47
0,13,44,3,445358,47
1,9,11,1,12,48
0,330,13,3,343,48
0,1,11,1,350,48
1,1,11,1,353,48
0,38,12,2,392,48
1,13,12,2,406,48
1,13,12,2,420,48
0,47,13,3,471,48
0,6,13,1,478,48
1,4038,18,8,4518,48
1,2,18,1,4521,48
0,4223,21,10,8747,48
1,8,21,1,8756,48
0,421,22,9,9180,48
1,4631,23,11,13812,48
1,1373,23,11,15187,48
1,151,21,7,15341,48
0,72,23,7,15414,48
1,401,23,10,15816,48
1,4474,25,13,20291,48
0,1,24,1,20297,48
0,261,23,10,20562,48
0,3372,25,13,23935,48
1,5,24,2,23942,48
1,12,23,3,23958,48
0,3970,27,14,27931,48
1,78,27,9,28014,48
1,1,27,1,28016,48
1,1,27,1,28018,48
1,2834,27,12,30855,48
0,839,27,11,31697,48
0,1,27,1,31701,48
1,1962,27,12,33664,48
1,19014,31,18,52681,48
0,1871,31,14,54553,48
0,15002,33,17,69556,48
1,3866,33,14,73423,48
0,476,33,9,73900,48
0,17484,36,19,91386,48
1,5466,37,20,96855,48
0,31579,39,22,128435,48
0,9443,39,21,137880,48
1,5050,39,20,142933,48
1,7660,42,24,150594,48
1,41785,42,26,192380,48
0,20666,42,25,213047,48
1,2,42,1,213050,48
0,2,41,1,213055,48
1,16,43,2,213073,48
1,1,42,1,213076,48
1,2,42,1,213079,48
1,4868,42,22,217951,48
0,2,43,1,217954,48
0,26064,43,27,244019,48
0,6,41,2,244028,48
0,6,41,2,244035,48
1,1597,40,18,245634,48
0,1827,41,19,247463,48
1,3,43,2,247467,48
0,27637,43,27,275105,48
1,46564,45,29,321671,48
1,25992,44,29,347665,48
1,3,44,1,347669,48
1,1,41,1,347676,48
0,2,42,1,347681,48
0,71,42,8,347753,48
0,21,42,5,347782,48
1,771,43,26,348557,48
1,1,42,1,348560,48
0,59221,46,30,407783,48
0,12646,45,30,420431,48
1,21828,45,27,442260,48
0,747,44,15,443010,48
1,3,43,1,443015,48
1,1,43,1,443018,48
0,3866,45,25,446886,48
0,37466,46,31,484353,48
1,811,46,18,485166,48
0,1,46,1,485171,48
1,26,46,9,485201,48
0,54,12,2,58,49
0,3,11,1,64,49
1,2,11,1,67,49
1,4,11,1,72,49
1,3,11,1,76,49
1,7,11,1,84,49
1,115,12,2,206,49
1,69,12,2,276,49
1,7,11,1,285,49
1,2,11,1,288,49
1,23,11,1,312,49
